Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
66869,0.78,-0.78,14.81,8,0.27,836,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.99,3.80,1.30,0.00,0.66,14.90
66938,0.78,-0.78,14.59,8,0.27,830,0.00,0.00,14.70,16,9.88,10.00,5.66,-8.99,3.80,1.30,0.00,0.66,14.80
67006,0.78,-0.78,14.70,8,0.27,834,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.99,3.78,1.28,0.00,0.66,14.80
67070,0.78,-0.78,14.59,8,0.28,826,0.00,0.00,14.70,16,9.88,10.50,5.66,-8.97,3.78,1.28,0.00,0.66,14.90
67140,0.78,-0.78,14.70,8,0.28,823,0.00,0.00,14.70,16,9.88,10.50,5.66,-8.97,3.78,1.30,0.00,0.66,14.70
67212,0.78,-0.78,14.70,8,0.28,826,0.00,0.00,14.70,16,9.88,10.50,5.66,-8.93,3.83,1.30,0.00,0.66,14.70
67280,0.78,-0.78,14.70,8,0.28,827,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.93,3.86,1.30,0.00,0.66,14.80
67342,1.56,-0.78,14.70,8,0.28,835,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.93,3.83,1.30,0.00,0.66,14.80
67416,1.56,-0.78,14.81,8,0.28,824,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.93,3.83,1.30,0.00,0.66,14.80
67479,1.56,-0.78,14.81,8,0.28,825,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.93,3.86,1.30,0.00,0.66,14.80
67551,1.56,-0.78,14.93,8,0.27,824,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.91,3.83,1.30,0.00,0.66,14.80
67622,1.56,-0.78,14.81,8,0.27,833,0.00,0.00,14.70,16,9.88,10.00,5.80,-8.97,3.78,1.30,0.00,0.66,14.80
67686,1.56,-0.78,14.81,8,0.28,828,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.91,3.78,1.30,0.00,0.66,14.80
67759,1.56,-0.78,14.81,8,0.28,830,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.97,3.80,1.28,0.00,0.66,14.90
67828,1.56,-0.78,14.81,8,0.27,831,0.00,0.00,14.70,16,9.88,9.00,5.66,-8.95,3.78,1.30,0.00,0.66,14.90
67892,1.56,-0.78,14.81,8,0.27,836,0.00,0.00,14.70,16,9.88,9.00,5.66,-8.97,3.80,1.30,0.00,0.66,14.90
67964,1.56,-0.78,14.70,8,0.27,838,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.97,3.80,1.30,0.00,0.66,14.90
68033,1.56,-0.78,14.70,8,0.27,838,0.00,0.00,14.70,16,9.88,9.00,5.66,-8.99,3.80,1.30,0.00,0.66,14.90
68097,1.56,-0.78,14.70,8,0.28,831,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.97,3.83,1.28,0.00,0.66,14.90
68169,1.56,-0.78,14.70,8,0.28,830,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.97,3.83,1.30,0.00,0.64,14.80
68238,1.56,-0.78,14.70,8,0.27,822,0.00,0.00,14.70,16,9.88,10.50,5.66,-8.97,3.83,1.30,0.00,0.66,14.80
68306,1.56,-0.78,14.81,8,0.27,832,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.97,3.78,1.30,0.00,0.66,14.80
68369,1.56,-0.78,14.81,8,0.27,832,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.99,3.78,1.30,0.00,0.66,14.90
68443,1.56,-0.78,14.81,8,0.27,836,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.99,3.80,1.28,0.00,0.66,14.80
68512,2.34,-0.78,14.93,8,0.27,830,0.00,0.00,14.70,16,9.88,9.00,5.66,-8.99,3.78,1.28,0.00,0.66,14.80
68579,2.34,-0.78,14.81,8,0.27,838,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.01,3.78,1.28,0.00,0.66,14.90
68648,2.34,-0.78,14.93,8,0.27,836,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.01,3.78,1.30,0.00,0.66,14.90
68717,2.34,-0.78,14.93,8,0.28,828,0.00,0.00,14.70,16,9.88,10.00,5.66,-8.99,3.78,1.30,0.00,0.64,14.90
68785,2.34,-0.78,14.93,8,0.27,828,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.01,3.76,1.28,0.00,0.66,14.90
68849,2.34,-0.78,14.81,8,0.27,828,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.97,3.76,1.28,0.00,0.66,14.90
68923,2.34,-0.78,14.81,8,0.27,830,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.76,1.28,0.00,0.66,14.90
68984,2.34,-0.78,14.81,8,0.27,829,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.76,1.30,0.00,0.66,15.00
69059,2.34,-0.78,14.93,8,0.27,832,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.03,3.78,1.30,0.00,0.66,15.00
69128,2.34,-0.78,14.81,8,0.27,825,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.76,1.30,0.00,0.66,14.90
69188,2.34,-0.78,14.70,8,0.27,828,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.03,3.78,1.28,0.00,0.66,14.90
69264,2.34,-0.78,14.70,8,0.27,833,0.00,0.00,14.70,16,9.88,8.50,5.66,-9.01,3.73,1.28,0.00,0.66,14.90
69332,2.34,-0.78,14.81,8,0.27,840,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.07,3.70,1.30,0.00,0.66,14.90
69396,2.34,-0.78,14.70,8,0.27,838,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.03,3.76,1.30,0.00,0.66,14.90
69468,2.34,-0.78,14.81,8,0.27,830,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.05,3.76,1.28,0.00,0.66,14.80
69538,2.34,-0.78,14.70,8,0.27,828,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.03,3.73,1.28,0.00,0.66,14.90
69601,2.34,-0.78,14.70,8,0.27,822,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.01,3.78,1.28,0.00,0.66,14.90
69675,2.34,-0.78,14.81,8,0.27,821,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.01,3.73,1.30,0.00,0.66,14.80
69743,2.34,-0.78,14.81,8,0.27,824,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.01,3.70,1.30,0.00,0.66,14.80
69809,2.34,-0.78,14.81,8,0.27,822,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.01,3.73,1.28,0.00,0.66,14.80
69880,2.34,-0.78,14.81,8,0.27,826,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.73,1.28,0.00,0.66,14.90
69942,2.34,-0.78,14.81,8,0.28,828,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.73,1.28,0.00,0.66,14.80
70018,2.34,-0.78,14.70,8,0.27,830,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.03,3.76,1.30,0.00,0.66,14.80
70086,2.34,-0.78,14.70,8,0.27,833,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.05,3.70,1.30,0.00,0.66,14.80
70155,2.34,-0.78,14.59,8,0.27,830,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.70,1.28,0.00,0.66,14.90
70222,2.34,-0.78,14.70,8,0.27,828,0.00,0.00,14.70,16,9.88,11.00,5.66,-9.07,3.67,1.28,0.00,0.66,14.80
70289,1.56,-0.78,14.59,8,0.27,815,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.01,3.67,1.28,0.00,0.66,14.80
70361,2.34,-0.78,14.70,8,0.27,820,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.03,3.67,1.30,0.00,0.66,14.80
70423,2.34,-0.78,14.59,8,0.27,818,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.73,1.30,0.00,0.66,14.70
70492,2.34,-0.78,14.70,8,0.27,824,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.73,1.28,0.00,0.66,14.70
70565,2.34,-0.78,14.59,8,0.27,825,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.01,3.73,1.28,0.00,0.66,14.70
70634,2.34,-0.78,14.70,8,0.27,830,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.73,1.28,0.00,0.66,14.70
70702,2.34,-0.78,14.70,8,0.27,830,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.07,3.67,1.28,0.00,0.66,14.70
70768,2.34,-0.78,14.81,8,0.27,832,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.70,1.30,0.00,0.66,14.70
70840,2.34,-0.78,14.81,8,0.27,830,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.70,1.28,0.00,0.66,14.70
70907,2.34,-0.78,14.81,8,0.27,814,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.70,1.28,0.00,0.66,14.70
70972,2.34,-0.78,14.81,8,0.27,814,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.03,3.70,1.30,0.00,0.66,14.80
71044,2.34,-0.78,14.81,8,0.27,828,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.05,3.70,1.30,0.00,0.66,14.80
71114,2.34,-0.78,14.81,8,0.27,816,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.70,1.28,0.00,0.66,14.80
71181,2.34,-0.78,14.81,8,0.27,815,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.67,1.28,0.00,0.66,14.90
71250,2.34,-0.78,14.81,8,0.27,821,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.07,3.70,1.28,0.00,0.66,14.90
71319,2.34,-0.78,14.70,8,0.27,821,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.70,1.30,0.00,0.66,14.80
71386,2.34,-0.78,14.81,8,0.27,823,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.67,1.30,0.00,0.66,14.80
71455,2.34,-0.78,14.70,8,0.27,823,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.01,3.67,1.28,0.00,0.66,14.80
71517,2.34,-0.78,14.70,8,0.27,826,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.70,1.28,0.00,0.66,14.80
71589,2.34,-0.78,14.59,8,0.27,820,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.05,3.70,1.28,0.00,0.66,14.80
71663,2.34,-0.78,14.70,8,0.27,822,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.67,1.30,0.00,0.66,15.00
71729,2.34,-0.78,14.59,8,0.27,820,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.65,1.30,0.00,0.66,14.80
71799,2.34,-0.78,14.70,8,0.27,821,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.65,1.28,0.00,0.66,14.80
71867,2.34,-0.78,14.81,8,0.27,814,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.07,3.63,1.26,0.00,0.66,14.80
71937,3.12,-0.78,14.70,8,0.27,818,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.65,1.28,0.00,0.66,14.70
71998,3.12,-0.78,14.81,8,0.27,823,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.09,3.65,1.28,0.00,0.66,14.70
72072,3.12,-0.78,14.81,8,0.27,825,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.65,1.28,0.00,0.66,14.80
72141,3.12,-0.78,14.81,8,0.27,822,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.09,3.63,1.26,0.00,0.66,14.80
72208,2.34,-0.78,14.81,8,0.27,816,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.09,3.65,1.28,0.00,0.66,14.80
72277,3.12,-0.78,14.81,8,0.27,816,0.00,0.00,14.70,16,9.88,11.50,5.66,-9.09,3.65,1.28,0.00,0.66,14.80
72346,3.12,-0.78,14.81,8,0.27,804,0.00,0.00,14.70,16,9.88,11.00,5.66,-9.07,3.67,1.28,0.00,0.66,14.90
72407,3.12,-0.78,14.81,8,0.27,806,0.00,0.00,14.70,16,9.88,11.50,5.66,-9.07,3.63,1.26,0.00,0.66,14.90
72482,3.12,-0.78,14.70,8,0.27,802,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.01,3.65,1.28,0.00,0.66,14.80
72551,3.12,-0.78,14.81,8,0.27,814,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.05,3.65,1.30,0.00,0.66,14.90
72618,2.34,-0.78,14.70,8,0.27,821,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.03,3.65,1.28,0.00,0.66,14.90
72680,3.12,-0.78,14.70,8,0.27,823,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.07,3.65,1.28,0.00,0.66,14.80
72756,2.34,-0.78,14.70,8,0.27,811,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.07,3.65,1.28,0.00,0.66,14.80
72822,3.12,-0.78,14.81,8,0.27,808,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.67,1.28,0.00,0.66,14.80
72892,3.12,-0.78,14.81,8,0.26,812,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.07,3.60,1.28,0.00,0.66,14.80
72955,3.12,-0.78,14.70,8,0.26,817,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.09,3.63,1.28,0.00,0.66,14.80
73030,3.12,-0.78,14.70,8,0.26,815,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.09,3.60,1.26,0.00,0.66,14.90
73098,3.12,-0.78,14.70,8,0.27,818,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.09,3.60,1.28,0.00,0.66,14.90
73163,3.12,-0.78,14.81,8,0.27,816,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.09,3.60,1.28,0.00,0.66,14.80
73235,3.12,-0.78,14.70,8,0.27,803,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.65,1.28,0.00,0.66,14.90
73298,3.12,-0.78,14.70,8,0.28,807,0.00,0.00,14.70,16,9.88,11.00,5.66,-9.07,3.65,1.28,0.00,0.66,14.90
73373,2.34,-0.78,14.59,8,0.27,800,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.07,3.67,1.28,0.00,0.66,14.80
73440,3.12,-0.78,14.70,8,0.27,807,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.07,3.67,1.28,0.00,0.66,14.80
73503,2.34,-0.78,14.59,8,0.26,810,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.07,3.65,1.28,0.00,0.66,14.80
73578,2.34,-0.78,14.59,8,0.26,818,0.00,0.00,14.70,16,9.88,8.50,5.66,-9.09,3.60,1.26,0.00,0.66,14.80
73646,2.34,-0.78,14.47,8,0.26,813,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.07,3.58,1.26,0.00,0.66,14.80
73709,2.34,-0.78,14.59,8,0.26,816,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.09,3.60,1.28,0.00,0.66,14.80
73781,2.34,-0.78,14.47,8,0.26,818,0.00,0.00,14.70,16,9.88,8.50,5.66,-9.09,3.60,1.28,0.00,0.66,14.70
73851,2.34,-0.78,14.59,8,0.26,822,0.00,0.00,14.70,16,9.88,9.00,5.66,-9.11,3.60,1.28,0.00,0.66,14.70
73917,3.12,-0.78,14.70,8,0.27,819,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.09,3.58,1.26,0.00,0.66,14.60
73981,3.12,-0.78,14.70,8,0.27,804,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.58,1.28,0.00,0.66,14.60
74057,2.34,-0.78,14.59,8,0.27,804,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.60,1.28,0.00,0.66,14.60
74130,2.34,-0.78,14.70,8,0.26,811,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.11,3.56,1.26,0.00,0.66,14.70
74194,3.12,-0.78,14.59,8,0.27,800,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.11,3.56,1.26,0.00,0.66,14.70
74256,2.34,-0.78,14.59,8,0.27,805,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.60,1.28,0.00,0.66,14.80
74331,2.34,-0.78,14.59,8,0.27,802,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.56,1.28,0.00,0.66,14.80
74399,1.56,-0.78,14.36,8,0.27,805,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.60,1.26,0.00,0.66,14.80
74467,1.56,-0.78,14.47,8,0.27,810,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.56,1.26,0.00,0.66,14.70
74538,1.56,-0.78,14.24,8,0.26,805,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.58,1.28,0.00,0.66,14.70
74602,1.56,-0.78,14.47,8,0.27,804,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.56,1.28,0.00,0.66,14.70
74673,0.78,-0.78,14.24,8,0.27,792,0.00,0.00,14.70,16,9.88,11.50,5.66,-9.09,3.58,1.28,0.00,0.66,14.60
74739,1.56,-0.78,14.47,8,0.27,796,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.58,1.26,0.00,0.66,14.60
74810,1.56,-0.78,14.36,8,0.27,800,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.09,3.56,1.28,0.00,0.66,14.60
74878,1.56,-0.78,14.36,8,0.27,799,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.11,3.56,1.28,0.00,0.66,14.60
74949,2.34,-0.78,14.59,8,0.27,804,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.56,1.26,0.00,0.66,14.60
75009,2.34,-0.78,14.59,8,0.26,805,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.11,3.52,1.26,0.00,0.66,14.60
75079,2.34,-0.78,14.70,8,0.26,804,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.13,3.52,1.26,0.00,0.66,14.50
75153,2.34,-0.78,14.70,8,0.27,799,0.00,0.00,14.70,16,9.88,10.00,5.51,-9.11,3.47,1.28,0.00,0.66,14.60
75220,2.34,-0.78,14.59,8,0.27,802,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.13,3.56,1.26,0.00,0.66,14.60
75285,2.34,-0.78,14.59,8,0.27,788,0.00,0.00,14.70,16,9.88,10.50,5.51,-9.11,3.56,1.26,0.00,0.66,14.60
75357,2.34,-0.78,14.59,8,0.26,792,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.58,1.28,0.00,0.66,14.60
75421,2.34,-0.78,14.47,8,0.27,794,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.49,1.26,0.00,0.66,14.60
75487,2.34,-0.78,14.59,8,0.27,796,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.56,1.26,0.00,0.66,14.60
75563,1.56,-0.78,14.59,8,0.27,792,0.00,0.00,14.70,16,9.88,11.50,5.66,-9.13,3.56,1.28,0.00,0.66,14.60
75629,2.34,-0.78,14.59,8,0.27,786,0.00,0.00,14.70,16,9.88,11.00,5.51,-9.11,3.52,1.28,0.00,0.64,14.60
75702,2.34,-0.78,14.59,8,0.27,785,0.00,0.00,14.70,16,9.88,11.00,5.66,-9.11,3.49,1.26,0.00,0.66,14.60
75769,1.56,0.00,14.47,8,0.27,791,0.00,0.00,14.70,16,9.88,10.50,5.66,-9.11,3.49,1.26,0.00,0.66,14.60
75837,2.34,0.00,14.70,8,0.26,796,0.00,0.00,14.70,16,9.88,9.50,5.66,-9.11,3.49,1.28,0.00,0.66,14.60
75900,1.56,0.00,14.47,8,0.28,791,0.00,0.00,14.70,16,9.88,10.00,5.66,-9.11,3.49,1.26,0.00,0.66,14.60
75973,2.34,0.00,14.70,10,0.29,756,0.00,0.00,12.63,16,9.88,14.00,5.66,-9.11,3.49,1.26,0.00,0.66,14.60
76043,0.00,0.00,14.59,10,0.35,664,0.00,0.00,12.27,16,9.88,17.50,5.66,-8.93,3.52,1.28,0.00,0.66,14.60
76108,0.00,0.00,14.59,10,0.52,620,0.00,0.00,11.10,16,9.88,17.50,5.80,-7.72,3.66,1.48,0.00,0.64,14.60
76179,0.00,0.00,14.59,10,0.63,562,0.00,0.00,11.43,16,9.88,17.50,6.96,-6.63,5.15,1.56,0.00,0.64,14.60
76247,0.00,0.00,14.70,10,0.69,504,0.00,0.00,12.14,16,9.88,17.50,8.13,-5.34,7.08,1.58,0.00,0.64,14.60
76315,0.00,0.00,14.70,10,0.77,430,0.00,0.00,12.73,16,9.88,17.50,9.43,-3.77,7.78,1.60,0.00,0.64,14.60
76384,0.00,0.00,14.81,10,0.77,348,0.00,0.00,12.73,16,9.88,17.50,10.88,-3.77,7.62,1.58,0.00,0.64,14.60
76454,0.00,0.00,14.81,10,0.77,348,0.00,0.00,12.73,16,9.88,17.50,10.88,-3.77,7.62,1.46,0.00,0.64,14.60
76521,0.00,0.00,14.81,10,0.35,348,0.00,0.00,14.70,16,12.34,9.50,10.88,-0.87,7.62,1.46,0.00,0.66,14.60
76583,0.00,0.00,14.81,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.87,6.45,1.14,0.00,0.68,14.60
76657,0.00,0.00,14.81,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.87,6.45,0.94,0.00,0.68,14.60
76723,0.00,0.00,14.81,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.87,6.45,0.90,0.00,0.68,14.60
76794,0.00,0.00,14.81,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.87,6.45,0.90,0.00,0.68,14.60
76864,0.00,0.00,14.81,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.87,6.45,0.82,0.00,0.68,14.60
76926,0.00,0.00,14.81,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.87,6.45,0.74,0.00,0.68,14.60
77000,0.00,0.78,14.70,10,0.35,172,0.00,0.00,14.70,16,12.34,9.50,13.78,-0.43,6.45,0.74,0.00,0.68,14.60
77069,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77134,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77207,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77276,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77344,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77409,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.43,2.92,0.72,0.00,0.68,14.60
77475,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77548,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.43,2.92,0.72,0.00,0.68,14.60
77617,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77686,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
77749,0.00,0.78,14.70,10,0.35,0,0.00,0.00,14.70,16,12.34,9.50,14.36,-0.39,2.92,0.72,0.00,0.68,14.60
