Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),Vehicle Speed Ratio Calculation* (raw),Gear (Calculated)* (position),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
279996,-3.91,-1.56,15.04,8,0.31,866,0.00,0.00,14.70,14,9.88,8.50,93,5.66,-8.99,4.40,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,15.00
280089,-4.69,-1.56,14.93,8,0.32,842,0.00,0.00,14.70,14,9.88,9.50,93,5.66,-8.95,4.35,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,15.00
280183,-4.69,-1.56,14.59,8,0.31,855,0.00,0.00,14.70,14,9.88,10.00,93,5.66,-8.97,4.37,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,15.00
280276,-5.47,-1.56,14.47,8,0.31,831,0.00,0.00,14.70,14,9.88,10.50,93,5.80,-8.89,4.43,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,15.00
280370,-5.47,-1.56,14.47,8,0.31,846,0.00,0.00,14.70,14,9.88,9.50,93,5.80,-8.88,4.40,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,15.10
280463,-5.47,-1.56,14.47,8,0.31,858,0.00,0.00,14.70,14,9.88,9.00,93,5.80,-8.91,4.37,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.80
280558,-5.47,-1.56,14.24,8,0.30,872,0.00,0.00,14.70,14,9.88,8.50,93,5.80,-8.95,4.40,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.70
280651,-6.25,-1.56,14.24,8,0.31,863,0.00,0.00,14.70,14,9.88,9.00,93,5.80,-8.93,4.40,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.60
280745,-6.25,-1.56,14.36,8,0.31,864,0.00,0.00,14.70,14,9.88,10.50,93,5.80,-8.97,4.43,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.50
280839,-5.47,-1.56,14.47,8,0.31,848,0.00,0.00,14.70,14,9.88,9.50,93,5.80,-8.95,4.40,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.50
280932,-5.47,-1.56,14.36,8,0.31,846,0.00,0.00,14.70,14,9.88,9.50,93,5.66,-8.93,4.40,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.50
281026,-5.47,-1.56,14.47,8,0.30,858,0.00,0.00,14.70,14,9.88,9.50,93,5.80,-8.97,4.37,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.60
312662,-2.34,0.00,14.47,8,0.50,3050,0.00,0.00,14.71,14,43.28,41.00,104,8.27,-6.65,26.29,2.24,0.00,-2.20,10.59,0.98,0.00,0.00,14125,1,14.50
312756,-3.91,0.00,14.01,8,0.47,3066,0.00,0.00,14.71,14,43.28,41.00,106,7.98,-6.86,25.12,2.22,0.00,-2.51,10.20,0.98,0.00,0.00,14253,1,14.30
312850,-3.91,0.00,14.24,8,0.47,3135,0.00,0.00,14.71,14,43.28,41.00,106,7.84,-6.98,24.58,2.22,0.00,-2.51,10.20,0.98,0.00,0.00,14461,1,14.50
312943,-3.12,0.00,14.47,8,0.44,3166,0.00,0.00,14.71,14,43.63,41.50,106,7.55,-7.21,23.30,2.18,0.00,-2.51,9.80,0.96,0.00,0.00,14568,1,14.60
313037,-3.91,0.00,14.47,8,0.42,3213,0.00,0.00,14.71,14,43.63,41.50,106,7.25,-7.56,21.95,2.16,0.00,-3.11,9.02,0.94,0.00,0.00,13522,1,14.50
313131,-5.47,-0.78,14.01,8,0.40,3216,0.00,0.00,14.71,14,43.63,41.50,106,7.11,-7.77,21.29,2.14,0.00,-3.11,9.02,0.94,0.00,0.00,13522,1,14.30
313224,-3.91,-2.34,14.36,8,0.39,3237,0.00,0.00,14.71,14,43.63,41.50,106,6.82,-7.87,21.00,2.12,0.00,-3.11,8.63,0.94,0.00,0.00,13591,1,14.60
313318,-3.12,-2.34,14.59,8,0.38,3275,0.00,0.00,14.71,14,43.63,41.50,106,6.82,-8.02,20.91,2.12,0.00,-3.11,8.63,0.94,0.00,0.00,13829,1,14.90
313412,-2.34,-2.34,14.81,8,0.37,3311,0.00,0.00,14.71,14,43.63,41.50,106,6.67,-8.12,20.43,2.10,0.00,-3.11,8.63,0.92,0.00,0.00,13853,1,15.00
313505,-1.56,-2.34,14.81,8,0.36,3307,0.00,0.00,14.71,14,43.63,41.50,106,6.53,-8.30,20.54,2.10,0.00,-3.11,8.24,0.92,0.00,0.00,12862,1,14.80
313599,-0.78,-2.34,14.81,8,0.35,3314,0.00,0.00,14.71,14,43.98,41.50,106,6.24,-8.47,19.35,2.08,0.00,-3.11,7.84,0.90,0.00,0.00,12841,1,14.80
313693,-1.56,-2.34,14.47,8,0.33,3316,0.00,0.00,14.71,14,43.98,41.50,106,6.24,-8.60,18.80,2.06,0.00,-3.11,7.84,0.90,0.00,0.00,12904,1,14.80
313787,-2.34,-2.34,14.24,8,0.33,3345,0.00,0.00,14.71,14,43.98,41.50,106,6.09,-8.72,18.33,2.06,0.00,-3.11,7.45,0.90,0.00,0.00,12904,1,14.60
313880,-1.56,-2.34,14.47,8,0.32,3346,0.00,0.00,14.71,14,43.98,41.50,106,5.95,-8.88,18.26,2.04,0.00,-3.11,7.06,0.88,0.00,0.00,13010,1,14.50
313974,-0.78,-2.34,14.59,8,0.31,3370,0.00,0.00,14.71,14,43.98,41.50,106,5.80,-9.03,17.41,2.00,0.00,-3.11,7.06,0.88,0.00,0.00,12003,1,14.60
314068,-1.56,-2.34,14.47,8,0.30,3358,0.00,0.00,14.71,14,43.98,41.50,106,5.66,-9.13,16.57,2.00,0.00,-3.11,6.67,0.86,0.00,0.00,12077,1,14.60
314161,-1.56,-2.34,14.36,8,0.29,3362,0.00,0.00,14.71,14,43.98,41.50,106,5.51,-9.24,16.36,2.00,0.00,-3.11,6.67,0.86,0.00,0.00,12022,1,14.50
314256,-1.56,-2.34,14.36,8,0.29,3380,0.00,0.00,14.71,14,43.98,41.50,106,5.37,-9.34,16.16,1.98,0.00,-3.11,6.27,0.84,0.00,0.00,12114,1,14.40
314349,-1.56,-2.34,14.47,8,0.28,3368,0.00,0.00,14.71,14,43.98,41.50,106,5.37,-9.44,16.09,1.96,0.00,-3.11,5.88,0.84,0.00,0.00,12058,1,14.60
314443,-2.34,-2.34,14.24,8,0.28,3389,0.00,0.00,14.71,14,43.98,41.50,106,5.22,-9.49,15.75,1.96,0.00,-3.11,5.88,0.84,0.00,0.00,11702,1,14.40
324210,-0.78,-2.34,14.01,8,0.33,1726,0.00,0.00,14.71,14,31.33,29.00,100,5.66,-8.99,9.53,1.68,0.00,-1.90,4.31,0.78,0.00,0.00,11967,1,14.50
324302,-0.78,-2.34,14.01,8,0.33,1700,0.00,0.00,14.71,14,30.98,28.50,100,5.66,-9.03,9.41,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11789,1,14.30
324396,0.00,-2.34,14.47,8,0.33,1706,0.00,0.00,15.16,14,31.33,29.00,100,5.66,-9.11,9.36,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11859,1,14.30
324490,0.78,-2.34,14.59,8,0.31,1781,0.00,0.00,14.71,14,32.03,29.50,100,5.51,-9.18,9.18,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,12302,1,14.50
324583,0.00,-2.34,14.70,8,0.33,1769,0.00,0.00,14.71,14,31.33,29.00,100,5.51,-9.20,9.31,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11949,1,14.50
324676,0.00,-2.34,14.59,8,0.33,1706,0.00,0.00,14.71,14,30.98,28.50,100,5.51,-9.17,9.27,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11599,1,14.60
324770,0.78,-2.34,14.70,8,0.32,1699,0.00,0.00,14.71,14,31.33,29.00,100,5.51,-9.20,9.22,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11877,1,14.70
324864,0.78,-2.34,14.70,8,0.31,1738,0.00,0.00,14.71,14,31.68,29.50,100,5.37,-9.26,9.18,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,12151,1,14.60
324957,0.00,-2.34,14.59,8,0.32,1750,0.00,0.00,14.71,14,31.33,29.00,100,5.37,-9.28,9.18,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11967,1,14.70
325050,0.00,-2.34,14.47,8,0.32,1712,0.00,0.00,14.71,14,30.62,28.50,100,5.37,-9.28,9.00,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11684,1,14.60
325144,-0.78,-2.34,14.36,8,0.32,1711,0.00,0.00,14.71,14,30.62,28.50,100,5.37,-9.24,8.91,1.66,0.00,-1.90,3.92,0.78,0.00,0.00,11431,1,14.60
325238,-1.56,-2.34,14.24,8,0.31,1664,0.00,0.00,14.71,14,30.98,28.50,100,5.51,-9.28,8.91,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,11633,1,14.50
325331,-1.56,-2.34,14.36,8,0.31,1702,0.00,0.00,14.71,14,30.98,29.00,100,5.37,-9.34,8.82,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,11702,1,14.50
325425,-1.56,-2.34,14.47,8,0.32,1689,0.00,0.00,14.70,14,30.62,28.50,100,5.37,-9.30,8.73,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,11497,1,14.50
325519,-1.56,-2.34,14.47,8,0.32,1654,0.00,0.00,14.71,14,30.62,28.50,100,5.37,-9.26,8.82,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,11382,1,14.50
325613,-0.78,-2.34,14.59,8,0.31,1664,0.00,0.00,14.70,14,30.98,28.50,100,5.51,-9.26,8.82,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,11582,1,14.60
325706,-0.78,-2.34,14.70,8,0.31,1674,0.00,0.00,14.70,14,30.62,28.50,100,5.37,-9.28,8.73,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,10718,1,14.70
325799,-0.78,-2.34,14.59,8,0.31,1722,0.00,0.00,14.70,14,30.62,28.50,100,5.37,-9.26,8.73,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,10690,1,14.70
325893,-0.78,-2.34,14.59,8,0.32,1659,0.00,0.00,14.70,14,30.62,28.50,100,5.51,-9.24,8.73,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,10718,1,14.70
325987,-1.56,-2.34,14.59,8,0.32,1655,0.00,0.00,14.70,14,30.62,28.50,100,5.37,-9.26,8.73,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,10547,1,14.70
326081,-1.56,-2.34,14.59,8,0.32,1652,0.00,0.00,14.70,14,30.62,28.50,100,5.37,-9.26,8.73,1.64,0.00,-1.90,3.53,0.76,0.00,0.00,10646,1,14.60
326174,-2.34,-2.34,14.47,8,0.31,1650,0.00,0.00,14.70,14,30.62,28.50,100,5.37,-9.26,8.56,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,11349,1,14.50
326268,-2.34,-2.34,14.36,8,0.31,1642,0.00,0.00,14.71,14,30.62,28.50,100,5.37,-9.30,8.56,1.64,0.00,-1.90,3.53,0.76,0.00,0.00,11398,1,14.60
326361,-2.34,-2.34,14.47,8,0.30,1646,0.00,0.00,14.71,14,30.62,28.50,100,5.37,-9.38,8.23,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,11300,1,14.50
326455,-2.34,-2.34,14.47,8,0.29,1639,0.00,0.00,14.71,14,30.62,28.50,100,5.22,-9.48,7.98,1.60,0.00,-1.90,3.14,0.74,0.00,0.00,11317,1,14.50
326548,-1.56,-2.34,14.59,8,0.28,1655,0.00,0.00,14.71,14,30.62,28.50,100,5.22,-9.59,7.86,1.58,0.00,-1.90,3.14,0.74,0.00,0.00,11464,1,14.60
326643,-1.56,-2.34,14.70,8,0.28,1652,0.00,0.00,14.71,14,30.62,28.50,100,5.08,-9.67,7.73,1.58,0.00,-1.90,3.14,0.74,0.00,0.00,11300,1,14.70
326736,-1.56,-2.34,14.81,8,0.28,1636,0.00,0.00,14.71,14,30.27,28.50,100,5.08,-9.73,7.61,1.58,0.00,-1.90,2.75,0.74,0.00,0.00,11268,1,14.70
326830,-1.56,-2.34,14.81,8,0.27,1638,0.00,0.00,14.71,14,30.62,28.50,100,4.93,-9.77,7.40,1.56,0.00,-1.90,2.75,0.74,0.00,0.00,11284,1,14.80
326923,-0.78,-2.34,14.81,8,0.26,1638,0.00,0.00,14.71,14,30.62,28.50,100,4.93,-9.92,7.40,1.54,0.00,-1.90,1.96,0.72,0.00,0.00,11382,1,14.90
327017,-1.56,-3.12,14.81,8,0.25,1643,0.00,0.00,15.31,14,30.62,28.50,100,4.79,-10.15,6.49,1.50,0.00,-1.90,1.96,0.70,0.00,0.00,11317,1,14.80
327111,-1.56,-4.69,14.70,8,0.23,1640,0.00,0.00,14.71,14,30.62,28.50,100,4.50,-10.29,6.31,1.48,0.00,-1.90,1.57,0.70,0.00,0.00,12188,1,14.70
327204,-2.34,-4.69,14.59,8,0.23,1606,0.00,0.00,14.71,14,30.27,27.50,100,4.35,-10.33,6.20,1.48,0.00,-1.60,1.57,0.70,0.00,0.00,11877,1,14.70
327298,-2.34,-4.69,14.36,8,0.23,1582,0.00,0.00,14.71,14,29.92,27.50,100,4.35,-10.33,6.09,1.48,0.00,-1.60,1.57,0.70,0.00,0.00,11650,1,14.70
327392,-3.12,-4.69,14.36,8,0.23,1576,0.00,0.00,14.71,14,29.92,27.50,100,4.35,-10.33,6.05,1.48,0.00,-1.60,1.57,0.70,0.00,0.00,11633,1,14.60
327486,-2.34,-4.69,14.59,8,0.23,1570,0.00,0.00,14.71,14,29.92,28.00,100,4.35,-10.38,6.02,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11771,1,14.50
327579,-1.56,-4.69,14.70,8,0.23,1598,0.00,0.00,14.71,14,30.27,27.50,100,4.35,-10.42,5.98,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11002,1,14.50
327673,-1.56,-4.69,14.81,8,0.23,1586,0.00,0.00,14.71,14,29.92,27.50,100,4.21,-10.44,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10941,1,14.60
327766,-1.56,-4.69,14.81,8,0.23,1579,0.00,0.00,14.71,14,29.92,27.50,100,4.21,-10.42,6.02,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10821,1,14.60
327860,-1.56,-4.69,14.70,8,0.23,1560,0.00,0.00,14.71,14,29.57,27.00,100,4.21,-10.40,6.02,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10718,1,14.70
327954,-1.56,-4.69,14.70,8,0.24,1542,0.00,0.00,14.71,14,29.57,27.00,100,4.35,-10.33,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10449,1,14.80
328048,-1.56,-4.69,14.81,8,0.24,1510,0.00,0.00,14.71,14,29.22,27.00,100,4.35,-10.27,5.98,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11173,1,14.80
328141,-1.56,-4.69,14.70,8,0.23,1497,0.00,0.00,14.71,14,29.57,27.00,100,4.50,-10.25,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11317,1,14.70
328235,-2.34,-4.69,14.59,8,0.23,1535,0.00,0.00,14.71,14,29.57,27.00,100,4.50,-10.25,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11349,1,14.70
328329,-3.12,-4.69,14.36,8,0.23,1525,0.00,0.00,14.71,14,29.57,27.00,100,4.50,-10.25,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11300,1,14.60
328423,-2.34,-4.69,14.47,8,0.24,1503,0.00,0.00,14.70,14,29.22,27.00,100,4.50,-10.23,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11173,1,14.50
328516,-2.34,-4.69,14.59,8,0.24,1480,0.00,0.00,14.70,14,29.22,27.00,100,4.50,-10.17,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10986,1,14.60
328610,-2.34,-4.69,14.59,8,0.24,1536,0.00,0.00,14.70,14,28.87,26.50,100,4.50,-10.15,5.98,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10956,1,14.60
328703,-1.56,-4.69,14.70,8,0.25,1456,0.00,0.00,14.70,14,28.87,26.50,100,4.50,-10.11,5.98,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10851,1,14.70
328797,-1.56,-4.69,14.81,8,0.25,1454,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.07,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10718,1,14.70
328890,-1.56,-4.69,14.81,8,0.25,1439,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.06,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,10646,1,14.70
328985,-1.56,-4.69,14.70,8,0.24,1443,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.04,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11702,1,14.80
329078,-1.56,-4.69,14.70,8,0.24,1454,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.04,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11702,1,14.80
329171,-1.56,-4.69,14.81,8,0.25,1435,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.02,5.89,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11448,1,14.80
329265,-1.56,-4.69,14.70,8,0.25,1471,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-9.96,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11333,1,14.70
329358,-1.56,-4.69,14.59,8,0.25,1416,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-9.96,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11349,1,14.70
329452,-2.34,-4.69,14.47,8,0.25,1418,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-9.98,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11599,1,14.70
329546,-3.12,-4.69,14.36,8,0.25,1435,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-9.98,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11633,1,14.60
329640,-3.12,-4.69,14.36,8,0.25,1433,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-10.00,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11464,1,14.50
329733,-3.12,-4.69,14.36,8,0.25,1421,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-9.98,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11448,1,14.60
329826,-3.12,-5.47,14.47,8,0.25,1440,0.00,0.00,14.70,14,28.52,26.00,100,4.79,-9.96,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11599,1,14.50
329920,-2.34,-5.47,14.70,8,0.25,1443,0.00,0.00,14.70,14,28.52,26.50,100,4.79,-10.02,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11616,1,14.50
330014,-2.34,-5.47,14.81,8,0.25,1432,0.00,0.00,14.70,14,28.52,26.50,100,4.64,-10.02,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11599,1,14.70
330108,-2.34,-5.47,14.81,8,0.25,1443,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.02,5.98,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11616,1,14.70
330202,-1.56,-5.47,14.81,8,0.25,1440,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.00,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11650,1,14.80
330295,-1.56,-5.47,14.81,8,0.25,1443,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.02,6.02,1.48,0.00,-1.60,1.57,0.70,0.00,0.00,11616,1,14.80
330388,-1.56,-5.47,14.81,8,0.25,1439,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.02,5.98,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11582,1,14.90
330482,-1.56,-5.47,14.81,8,0.25,1435,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.00,5.92,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11548,1,14.90
330576,-1.56,-5.47,14.70,8,0.25,1442,0.00,0.00,14.70,14,28.87,26.50,100,4.64,-10.02,5.96,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11667,1,14.80
330669,-1.56,-5.47,14.70,8,0.25,1422,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.02,5.89,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11531,1,14.80
330764,-1.56,-5.47,14.70,8,0.25,1437,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.00,5.89,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11514,1,14.80
330858,-1.56,-5.47,14.70,8,0.25,1437,0.00,0.00,14.70,14,28.52,26.00,100,4.64,-10.00,5.89,1.46,0.00,-1.60,1.57,0.70,0.00,0.00,11531,1,14.70
330951,-0.78,-5.47,14.81,8,0.24,1431,0.00,0.00,14.70,14,28.87,26.50,100,4.79,-10.07,5.85,1.44,0.00,-1.60,1.18,0.68,0.00,0.00,11667,1,14.70
331045,-0.78,-5.47,14.93,8,0.22,1450,0.00,0.00,14.70,14,25.00,21.50,100,4.50,-10.35,5.05,1.38,0.00,-1.60,0.00,0.64,0.00,0.00,11684,1,14.80
331138,-0.78,-5.47,14.93,8,0.21,1439,0.00,0.00,14.71,14,19.73,18.50,100,4.21,-10.65,4.32,1.34,0.00,-1.60,0.00,0.64,0.00,0.00,11497,1,14.90
331232,-0.78,-5.47,14.93,8,0.20,1454,0.00,0.00,14.71,14,12.34,18.00,100,3.92,-10.79,4.24,1.32,0.00,-1.60,0.00,0.64,0.00,0.00,11188,1,15.00
331326,-0.78,-5.47,14.93,8,0.19,1359,0.00,0.00,14.71,14,10.94,19.00,100,3.92,-10.85,4.24,1.32,0.00,-1.60,0.00,0.64,0.00,0.00,10704,1,15.00
331419,-0.78,-5.47,14.81,8,0.21,1310,0.00,0.00,14.70,14,10.94,19.00,100,3.77,-10.87,4.32,1.34,0.00,-1.60,0.00,0.64,0.00,0.00,10194,1,15.00
331513,-0.78,-5.47,14.70,8,0.23,1227,0.00,0.00,14.70,14,10.59,18.50,100,3.92,-10.71,4.40,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,9647,1,15.00
331606,-1.56,-5.47,14.47,8,0.24,1175,0.00,0.00,14.70,14,10.23,18.00,100,4.06,-10.56,4.60,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,9273,1,15.00
331699,-1.56,-5.47,14.24,8,0.24,1131,0.00,0.00,14.70,14,10.23,18.00,100,4.21,-10.36,4.60,1.36,0.00,-1.30,0.00,0.64,0.00,0.00,9103,2,14.60
331794,-1.56,-5.47,14.13,8,0.25,1113,0.00,0.00,14.70,14,10.23,18.00,100,4.35,-10.27,4.46,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.60
331887,-1.56,-5.47,14.13,8,0.24,1144,0.00,0.00,14.70,14,9.88,17.50,100,4.50,-10.19,4.46,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.50
331981,-2.34,-5.47,13.90,8,0.24,1066,0.00,0.00,14.70,14,9.88,17.50,100,4.50,-10.17,4.35,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.50
332074,-3.12,-5.47,13.55,8,0.24,1060,0.00,0.00,14.70,14,9.88,17.50,100,4.50,-10.13,4.24,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.50
332168,-3.12,-5.47,13.67,8,0.25,1031,0.00,0.00,14.70,14,9.88,17.50,100,4.50,-10.11,4.32,1.34,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.30
332261,-3.91,-5.47,13.32,8,0.27,1001,0.00,0.00,14.69,14,9.88,17.50,100,4.64,-10.04,4.32,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.30
332355,-3.91,-5.47,13.44,8,0.27,963,0.00,0.00,14.69,14,9.88,17.50,100,4.79,-9.92,4.32,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.10
332448,-3.91,-5.47,13.55,8,0.27,954,0.00,0.00,14.69,14,9.88,17.50,100,4.79,-9.82,4.29,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.00
332542,-3.91,-5.47,13.78,8,0.27,940,0.00,0.00,14.69,14,9.88,17.50,100,4.93,-9.75,4.24,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,13.90
332635,-3.91,-5.47,14.01,8,0.27,942,0.00,0.00,14.69,14,9.88,17.50,100,4.93,-9.73,4.18,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,13.90
332729,-3.91,-5.47,14.13,8,0.26,939,0.00,0.00,14.70,14,9.88,17.50,100,4.93,-9.71,4.07,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,13.90
332823,-3.91,-5.47,14.01,8,0.26,932,0.00,0.00,14.70,14,9.88,17.50,100,4.93,-9.71,4.04,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.00
332917,-4.69,-5.47,13.78,8,0.26,926,0.00,0.00,14.70,14,9.88,17.50,100,4.93,-9.71,3.99,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.10
333010,-4.69,-5.47,13.78,8,0.26,928,0.00,0.00,14.70,14,9.88,17.50,100,5.08,-9.69,3.99,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.10
333104,-5.47,-5.47,13.55,8,0.26,914,0.00,0.00,14.70,14,9.88,17.50,100,5.08,-9.69,3.96,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.20
333198,-5.47,-5.47,13.55,8,0.26,911,0.00,0.00,14.70,14,9.88,17.50,100,5.08,-9.65,3.96,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.20
333292,-5.47,-5.47,13.55,8,0.26,916,0.00,0.00,14.70,14,9.88,17.50,100,5.08,-9.71,3.91,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.10
333385,-6.25,-5.47,13.55,8,0.26,910,0.00,0.00,14.70,14,9.88,17.50,100,5.08,-9.67,3.91,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.00
333478,-6.25,-5.47,13.67,8,0.26,896,0.00,0.00,14.70,14,9.88,17.50,100,5.08,-9.65,3.93,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.00
333573,-6.25,-5.47,13.90,8,0.27,897,0.00,0.00,14.69,14,9.88,17.50,100,5.08,-9.65,3.96,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.00
333666,-5.47,-5.47,14.13,8,0.27,886,0.00,0.00,14.69,14,9.88,17.50,100,5.08,-9.63,3.96,1.32,0.00,-1.30,0.00,0.64,0.00,0.00,1318373,6,14.00
