Time (msec),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
13440,0.25,948,0.00,0.00,14.69,16,9.88,15.00,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.20
13505,0.25,955,0.00,0.00,14.69,16,9.88,14.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.20
13571,0.25,951,0.00,0.00,14.69,16,9.88,14.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.20
13638,0.25,954,0.00,0.00,14.69,16,9.88,13.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.20
13704,0.25,946,0.00,0.00,14.69,16,9.88,14.00,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.20
13770,0.25,951,0.00,0.00,14.69,16,9.88,13.00,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.20
13836,0.25,944,0.00,0.00,14.69,16,9.88,13.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.20
13903,0.25,953,0.00,0.00,14.69,16,9.88,12.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.20
13969,0.25,950,0.00,0.00,14.69,16,9.88,13.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.20
14035,0.25,952,0.00,0.00,14.69,16,9.88,12.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.20
14101,0.25,947,0.00,0.00,14.69,16,9.88,12.50,4.93,-9.71,0.00,-1.39,0.64,0.00,0.00,14.10
14167,0.26,951,0.00,0.00,14.69,16,9.88,11.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.20
14233,0.25,947,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.67,0.00,-1.39,0.64,0.00,0.00,14.20
14300,0.25,947,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.20
14366,0.25,938,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.69,0.00,-1.39,0.64,0.00,0.00,14.20
14432,0.25,940,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.20
14498,0.25,941,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.30
14564,0.25,942,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.40
14630,0.25,933,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.40
14697,0.25,936,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.40
14763,0.25,923,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.50
14829,0.25,924,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.50
14895,0.24,926,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.40
14961,0.25,930,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.40
15028,0.25,920,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.40
15094,0.25,923,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
15160,0.25,918,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.50
15226,0.25,919,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
15292,0.25,919,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.50
15358,0.25,919,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.50
15425,0.25,912,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
15491,0.25,910,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
15557,0.25,901,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.78,0.00,-1.39,0.64,0.00,0.00,14.50
15623,0.25,902,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
15689,0.25,898,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
15755,0.25,898,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.60
15822,0.25,894,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
15888,0.25,899,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.60
15954,0.25,897,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
16020,0.24,899,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16086,0.24,900,0.00,0.00,14.70,16,9.88,11.00,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.60
16152,0.24,902,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.60
16218,0.24,895,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16284,0.25,894,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16350,0.25,888,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16416,0.25,888,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.60
16483,0.25,882,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16549,0.25,883,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16615,0.25,875,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16681,0.25,884,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16747,0.25,876,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16814,0.25,863,0.00,0.00,14.70,16,9.88,13.50,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
16879,0.25,867,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
16946,0.25,856,0.00,0.00,14.70,16,9.88,13.50,4.93,-9.80,0.00,-1.39,0.64,0.00,0.00,14.50
17012,0.25,862,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.78,0.00,-1.39,0.64,0.00,0.00,14.50
17079,0.25,861,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
17145,0.25,870,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
17211,0.25,870,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.50
17277,0.25,863,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
17343,0.25,864,0.00,0.00,14.70,16,9.88,11.50,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
17409,0.26,857,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
17476,0.25,858,0.00,0.00,14.70,16,9.88,12.00,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.60
17541,0.26,852,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.60
17608,0.26,850,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.60
17673,0.25,842,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.50
17740,0.25,846,0.00,0.00,14.70,16,9.88,12.50,4.93,-9.71,0.00,-1.39,0.64,0.00,0.00,14.50
17806,0.26,838,0.00,0.00,14.70,16,9.88,13.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.50
17873,0.26,843,0.00,0.00,14.70,16,9.88,12.50,5.08,-9.69,0.00,-1.39,0.64,0.00,0.00,14.50
17939,0.26,829,0.00,0.00,14.70,16,9.88,14.00,5.08,-9.69,0.00,-1.39,0.64,0.00,0.00,14.50
18004,0.25,839,0.00,0.00,14.70,16,9.88,13.00,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.50
18071,0.25,847,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.67,0.00,-1.39,0.64,0.00,0.00,14.50
18137,0.26,844,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.50
18202,0.26,844,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.50
18269,0.26,841,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.50
18335,0.26,838,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.50
18401,0.26,833,0.00,0.00,14.70,16,9.88,13.00,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.50
18467,0.26,833,0.00,0.00,14.70,16,9.88,12.00,5.08,-9.61,0.00,-1.39,0.64,0.00,0.00,14.50
18534,0.25,839,0.00,0.00,14.70,16,9.88,11.00,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.50
18600,0.26,845,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.50
18666,0.26,828,0.00,0.00,14.70,16,9.88,12.00,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.60
18733,0.26,830,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.60
18798,0.27,821,0.00,0.00,14.70,16,9.88,11.00,5.08,-9.59,0.00,-1.39,0.64,0.00,0.00,14.50
18865,0.27,823,0.00,0.00,14.70,16,9.88,12.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.60
18931,0.27,831,0.00,0.00,14.70,16,9.88,11.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.60
18997,0.27,824,0.00,0.00,14.70,16,9.88,11.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.60
19064,0.27,830,0.00,0.00,14.70,16,9.88,11.00,5.22,-9.51,0.00,-1.39,0.64,0.00,0.00,14.60
19129,0.27,824,0.00,0.00,14.70,16,9.88,12.00,5.22,-9.51,0.00,-1.39,0.64,0.00,0.00,14.60
19196,0.27,828,0.00,0.00,14.70,16,9.88,11.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.60
19261,0.27,822,0.00,0.00,14.70,16,9.88,11.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.60
19327,0.27,838,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.60
19394,0.26,833,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.60
19459,0.26,848,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.60
19526,0.26,842,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.60
19592,0.27,834,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.60
19658,0.27,840,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
19725,0.27,832,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
19791,0.27,846,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
19856,0.27,842,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
19923,0.27,842,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
19989,0.28,824,0.00,0.00,14.69,16,9.88,11.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.70
20055,0.27,821,0.00,0.00,14.69,16,9.88,11.50,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,14.70
20121,0.27,827,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,15.00
20187,0.27,845,0.00,0.00,14.70,16,9.88,8.50,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.80
20253,0.27,840,0.00,0.00,14.70,16,9.88,8.00,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.80
20320,0.27,851,0.00,0.00,14.70,16,9.88,8.00,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.90
20386,0.27,852,0.00,0.00,14.70,16,9.88,8.00,5.37,-9.42,0.00,-1.39,0.64,0.00,0.00,14.90
20451,0.27,846,0.00,0.00,14.70,16,9.88,9.00,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.90
20518,0.28,856,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,14.90
20584,0.27,847,0.00,0.00,14.70,16,9.88,9.00,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.90
20650,0.27,858,0.00,0.00,14.70,16,9.88,7.50,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.90
20716,0.27,860,0.00,0.00,14.70,16,9.88,8.00,5.37,-9.40,0.00,-1.39,0.64,0.00,0.00,15.00
20782,0.27,862,0.00,0.00,14.70,16,9.88,7.50,5.22,-9.42,0.00,-1.39,0.64,0.00,0.00,15.00
20849,0.27,853,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,15.00
20915,0.27,856,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,15.10
20981,0.27,855,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.20
21048,0.27,853,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,15.20
21114,0.27,846,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,15.10
21180,0.27,847,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.10
21245,0.26,844,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.10
21312,0.26,850,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.10
21378,0.26,854,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.00
21445,0.26,854,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.00
21511,0.27,855,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,15.00
21576,0.27,850,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.00
21643,0.27,850,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.00
21709,0.27,838,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.90
21775,0.27,844,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.90
21841,0.27,833,0.00,0.00,14.70,16,9.88,11.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.90
21908,0.27,850,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
21973,0.26,844,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
22040,0.26,851,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
22106,0.26,847,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
22172,0.26,855,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
22238,0.26,857,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
22304,0.26,852,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
22370,0.26,856,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.51,0.00,-1.39,0.64,0.00,0.00,15.00
22437,0.27,853,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,15.00
22503,0.26,849,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.90
22569,0.26,854,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
22635,0.27,853,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,14.80
22702,0.27,842,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.90
22767,0.27,842,0.00,0.00,14.70,16,9.88,11.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
22833,0.27,831,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
22900,0.26,842,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.90
22966,0.26,844,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.90
23032,0.26,849,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.90
23098,0.27,850,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.90
23164,0.27,841,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,15.00
23230,0.27,846,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,15.00
23297,0.26,841,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.42,0.00,-1.39,0.64,0.00,0.00,14.80
23362,0.27,852,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
23430,0.26,850,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,14.80
23496,0.26,840,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
23561,0.27,850,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.70
23627,0.26,844,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
23694,0.27,847,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.70
23759,0.27,843,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
23826,0.27,842,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.70
23892,0.27,848,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.70
23958,0.27,846,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
24024,0.27,849,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
24122,0.26,851,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
24157,0.26,860,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
24223,0.26,860,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
24289,0.26,864,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,14.90
24355,0.26,853,0.00,0.00,14.70,16,9.88,9.00,5.22,-9.51,0.00,-1.39,0.64,0.00,0.00,14.90
24422,0.26,860,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
24487,0.27,840,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.80
24553,0.27,844,0.00,0.00,14.70,16,9.88,10.00,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,14.80
24620,0.26,840,0.00,0.00,14.70,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
24685,0.26,852,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.46,0.00,-1.39,0.64,0.00,0.00,14.80
24752,0.26,848,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,14.80
24818,0.26,859,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
24884,0.26,867,0.00,0.00,14.70,16,9.88,7.50,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,14.90
24951,0.26,862,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.90
25016,0.26,861,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.80
25082,0.26,860,0.00,0.00,14.70,16,9.88,8.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.80
25149,0.26,866,0.00,0.00,14.70,16,9.88,8.00,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.80
25215,0.26,870,0.00,0.00,14.70,16,9.88,7.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.80
25281,0.26,870,0.00,0.00,14.70,16,9.88,8.00,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.80
25346,0.26,868,0.00,0.00,14.70,16,9.88,8.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.80
25412,0.26,860,0.00,0.00,14.70,16,9.88,9.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.80
25479,0.27,853,0.00,0.00,14.70,16,9.88,10.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.80
25545,0.26,857,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.80
25612,0.26,858,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.80
25678,0.26,866,0.00,0.00,14.70,16,9.88,8.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.80
25744,0.26,852,0.00,0.00,14.70,16,9.88,10.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.80
25810,0.26,858,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.70
25876,0.26,860,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
25942,0.26,867,0.00,0.00,14.70,16,9.88,8.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.70
26008,0.26,870,0.00,0.00,14.70,16,9.88,8.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
26075,0.26,870,0.00,0.00,14.70,16,9.88,8.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
26140,0.26,872,0.00,0.00,14.70,16,9.88,8.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
26207,0.26,870,0.00,0.00,14.70,16,9.88,8.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
26273,0.27,868,0.00,0.00,14.70,16,9.88,9.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.60
26339,0.27,849,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.60
26405,0.26,851,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.70
26471,0.26,856,0.00,0.00,14.70,16,9.88,11.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.60
26537,0.26,860,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.60
26603,0.26,852,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.60
26670,0.26,860,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.55,0.00,-1.39,0.64,0.00,0.00,14.60
26736,0.26,852,0.00,0.00,14.70,16,9.88,10.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.60
26802,0.26,860,0.00,0.00,14.70,16,9.88,9.50,5.22,-9.55,0.00,-1.39,0.64,0.00,0.00,14.60
26868,0.26,858,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
26935,0.26,861,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.70
27001,0.26,856,0.00,0.00,14.70,16,9.88,10.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
27067,0.26,862,0.00,0.00,14.70,16,9.88,9.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.70
27133,0.26,868,0.00,0.00,14.70,16,9.88,8.50,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
27199,0.26,868,0.00,0.00,14.70,16,9.88,8.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.80
27265,0.26,872,0.00,0.00,14.70,16,9.88,8.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.80
